"ID.Results";"mes_date";"ID.Modul";"channel";"U0";"Ik";"Pmpp";"FF";"Ghor";"Tluft";"RA";"MN";"HN";"Res";"mes_time"
"2917685";"10/1/2024 6:55:32 PM";2;3;1,515;2,7;2,4662;60;-30003000;"15.1°C ";358;50;10;1;4
"2917686";"10/1/2024 6:55:36 PM";-1;7;1,545;2,1;2,3028;71;-30003000;"15.1°C ";358;50;10;1;4
"2917687";"10/1/2024 6:55:40 PM";2;18;0,061;1,7;0,012;12;-30003000;"15.1°C ";358;50;10;1;2
"2917688";"10/1/2024 6:55:42 PM";2;22;1,545;2,1;2,2151;68;-30003000;"15.1°C ";358;50;10;1;4
"2917689";"10/1/2024 6:55:56 PM";2;3;1,454;2,2;1,9098;60;-30003000;"15.1°C ";358;80;10;1;4
"2917690";"10/1/2024 6:56:00 PM";-1;7;1,545;2,4;2,5452;69;-30003000;"15.1°C ";358;80;10;1;4
"2917691";"10/1/2024 6:56:04 PM";2;18;0,061;1,2;0,006;8;-30003000;"15.1°C ";358;80;10;1;2
"2917692";"10/1/2024 6:56:06 PM";2;22;1,545;2,1;2,2914;71;-30003000;"15.1°C ";358;80;10;1;4
"2917693";"10/1/2024 6:56:24 PM";2;3;1,485;2,5;2,2281;60;-30003000;"15.1°C ";263;50;10;1;3
"2917694";"10/1/2024 6:56:28 PM";-1;7;1,545;2,1;2,2458;69;-30003000;"15.1°C ";263;50;10;1;3
"2917695";"10/1/2024 6:56:31 PM";2;18;0,091;2;0,0427;23;-30003000;"15.1°C ";263;50;10;1;2
"2917696";"10/1/2024 6:56:33 PM";2;22;1,545;1,8;1,863;67;-30003000;"15.1°C ";263;50;10;1;4
"2917697";"10/1/2024 6:56:49 PM";2;3;1,424;1,8;1,6365;64;-30003000;"15.1°C ";263;80;10;1;4
"2917698";"10/1/2024 6:56:53 PM";-1;7;1,545;2,2;2,364;70;-30003000;"15.1°C ";263;80;10;1;4
"2917699";"10/1/2024 6:56:57 PM";2;18;0,061;1,4;0,009;11;-30003000;"15.1°C ";263;80;10;1;2
"2917700";"10/1/2024 6:56:59 PM";2;22;1,545;1,9;2,0848;71;-30003000;"15.1°C ";263;80;10;1;4
"2917701";"10/1/2024 6:57:15 PM";2;3;1,485;2,2;1,9638;60;-30003000;"15.1°C ";205;50;10;1;4
"2917702";"10/1/2024 6:57:19 PM";-1;7;1,515;1,9;1,9392;67;-30003000;"15.1°C ";205;50;10;1;4
"2917703";"10/1/2024 6:57:23 PM";2;18;0,061;1,4;0,009;11;-30003000;"15.1°C ";205;50;10;1;2
"2917704";"10/1/2024 6:57:25 PM";2;22;1,515;1,6;1,6548;68;-30003000;"15.1°C ";205;50;10;1;3
"2917705";"10/1/2024 6:57:39 PM";2;3;1,394;1,5;1,236;59;-30003000;"15.1°C ";205;80;10;1;4
"2917706";"10/1/2024 6:57:43 PM";-1;7;1,515;2;2,0604;68;-30003000;"15.1°C ";205;80;10;1;4
"2917707";"10/1/2024 6:57:47 PM";2;18;0,061;1;0,003;5;-30003000;"15.1°C ";205;80;10;1;1
"2917708";"10/1/2024 6:57:48 PM";2;22;1,515;1,6;1,5756;65;-30003000;"15.1°C ";205;80;10;1;4
"2917709";"10/1/2024 6:58:04 PM";2;3;1,424;1,8;1,6;62;-30003000;"15.1°C ";166;50;10;1;3
"2917710";"10/1/2024 6:58:07 PM";-1;7;1,485;1,6;1,6548;70;-30003000;"15.1°C ";166;50;10;1;4
"2917711";"10/1/2024 6:58:11 PM";2;18;0,061;1,3;0,012;15;-30003000;"15.1°C ";166;50;10;1;2
"2917712";"10/1/2024 6:58:13 PM";2;22;1,485;1,3;1,236;64;-30003000;"15.1°C ";166;50;10;1;4
"2917713";"10/1/2024 6:58:27 PM";2;3;1,364;1,4;1,067;56;-30003000;"15.1°C ";166;80;10;1;4
"2917714";"10/1/2024 6:58:31 PM";-1;7;1,515;1,8;1,9567;72;-30003000;"15.1°C ";166;80;10;1;4
"2917715";"10/1/2024 6:58:35 PM";2;18;0,03;0,8;0;0;-30003000;"15.1°C ";166;80;10;1;1
"2917716";"10/1/2024 6:58:36 PM";2;22;1,485;1,3;1,212;63;-30003000;"15.1°C ";166;80;10;1;4
"2917717";"10/1/2024 6:58:57 PM";2;3;1,424;1,8;1,5;59;-30003000;"15.1°C ";205;40;20;1;4
"2917718";"10/1/2024 6:59:01 PM";-1;7;1,485;1,5;1,4904;67;-30003000;"15.1°C ";205;40;20;1;4
"2917719";"10/1/2024 6:59:05 PM";2;18;0,03;0,9;0;0;-30003000;"15.1°C ";205;40;20;1;1
"2917720";"10/1/2024 6:59:06 PM";2;22;1,485;1,3;1,236;64;-30003000;"15.1°C ";205;40;20;1;4
"2917721";"10/1/2024 6:59:20 PM";2;3;1,333;1,2;0,9999;63;-30003000;"15.1°C ";205;70;20;1;4
"2917722";"10/1/2024 6:59:24 PM";-1;7;1,485;1,6;1,5756;66;-30003000;"15.1°C ";205;70;20;1;4
"2917723";"10/1/2024 6:59:28 PM";2;18;0,03;0,5;0;0;-30003000;"15.1°C ";205;70;20;1;2
"2917724";"10/1/2024 6:59:30 PM";2;22;1,485;1,2;1,1671;65;-30003000;"15.1°C ";205;70;20;1;3
"2917725";"10/1/2024 6:59:45 PM";2;3;1,364;1,4;1,164;61;-30003000;"15.1°C ";166;40;20;1;4
"2917726";"10/1/2024 6:59:49 PM";-1;7;1,454;1,2;1,1671;67;-30003000;"15.1°C ";166;40;20;1;3
"2917727";"10/1/2024 6:59:52 PM";2;18;0,303;1,4;0,1092;26;-30003000;"15.1°C ";166;40;20;1;2
"2917728";"10/1/2024 6:59:54 PM";2;22;1,424;0,9;0,7637;60;-30003000;"15.1°C ";166;40;20;1;4
"2917729";"10/1/2024 7:00:09 PM";2;3;1,273;0,9;0,679;59;-30003000;"15.1°C ";166;70;20;1;3
"2917730";"10/1/2024 7:00:12 PM";-1;7;1,454;1,3;1,3332;71;-30003000;"15.1°C ";166;70;20;1;4
"2917731";"10/1/2024 7:00:16 PM";2;18;0,03;0,4;0;0;-30003000;"15.1°C ";166;70;20;1;2
"2917732";"10/1/2024 7:00:18 PM";2;22;1,454;0,9;0,8488;65;-30003000;"15.1°C ";166;70;20;1;3
"2917733";"10/1/2024 7:00:34 PM";2;3;1,303;1,1;0,776;54;-30003000;"15.1°C ";137;40;20;1;3
"2917734";"10/1/2024 7:00:37 PM";-1;7;1,454;1;0,8728;60;-30003000;"15.1°C ";137;40;20;1;4
"2917735";"10/1/2024 7:00:41 PM";2;18;0,061;0,7;0,015;35;-30003000;"15.1°C ";137;40;20;1;1
"2917736";"10/1/2024 7:00:43 PM";2;22;1,424;0,7;0,6;60;-30003000;"15.1°C ";137;40;20;1;3
"2917737";"10/1/2024 7:00:58 PM";2;3;1,242;0,8;0,5274;53;-30003000;"15.1°C ";137;70;20;1;4
"2917738";"10/1/2024 7:01:02 PM";-1;7;1,454;1;0,9549;66;-30003000;"15.1°C ";137;70;20;1;4
"2917739";"10/1/2024 7:01:06 PM";2;18;0,273;0,8;0,0546;25;-30003000;"15.1°C ";137;70;20;1;2
"2917740";"10/1/2024 7:01:08 PM";2;22;1,424;0,7;0,582;58;-30003000;"15.1°C ";137;70;20;1;3
"2917741";"10/1/2024 7:01:23 PM";2;3;1,273;0,9;0,6544;57;-30003000;"15.1°C ";115;40;20;1;3
"2917742";"10/1/2024 7:01:26 PM";-1;7;1,394;0,8;0,6546;59;-30003000;"15.1°C ";115;40;20;1;4
"2917743";"10/1/2024 7:01:30 PM";2;18;0,03;0,1;0;0;-30003000;"15.1°C ";115;40;20;1;2
"2917744";"10/1/2024 7:01:32 PM";2;22;1,364;0,5;0,4728;69;-30003000;"15.1°C ";115;40;20;1;3
"2917745";"10/1/2024 7:01:46 PM";2;3;1,151;0,6;0,3392;49;-30003000;"15.1°C ";115;70;20;1;3
"2917746";"10/1/2024 7:01:49 PM";-1;7;1,424;0,9;0,8451;66;-30003000;"15.1°C ";115;70;20;1;4
"2917747";"10/1/2024 7:01:53 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";115;70;20;1;1
"2917748";"10/1/2024 7:01:54 PM";2;22;1,364;0,6;0,4848;59;-30003000;"15.1°C ";115;70;20;1;4
"2917749";"10/1/2024 7:02:15 PM";2;3;1,273;0,9;0,6153;54;-30003000;"15.1°C ";137;30;30;1;4
"2917750";"10/1/2024 7:02:19 PM";-1;7;1,394;0,7;0,6726;69;-30003000;"15.1°C ";137;30;30;1;4
"2917751";"10/1/2024 7:02:23 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";137;30;30;1;1
"2917752";"10/1/2024 7:02:24 PM";2;22;1,394;0,5;0,485;70;-30003000;"15.1°C ";137;30;30;1;4
"2917753";"10/1/2024 7:02:39 PM";2;3;1,182;0,7;0,409;49;-30003000;"15.1°C ";137;60;30;1;3
"2917754";"10/1/2024 7:02:42 PM";-1;7;1,394;0,8;0,7427;67;-30003000;"15.1°C ";137;60;30;1;4
"2917755";"10/1/2024 7:02:46 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";137;60;30;1;1
"2917756";"10/1/2024 7:02:47 PM";2;22;1,364;0,6;0,5;61;-30003000;"15.1°C ";137;60;30;1;4
"2917757";"10/1/2024 7:03:02 PM";2;3;1,242;0,9;0,6363;57;-30003000;"15.1°C ";115;30;30;1;3
"2917758";"10/1/2024 7:03:05 PM";-1;7;1,364;0,7;0,582;61;-30003000;"15.1°C ";115;30;30;1;4
"2917759";"10/1/2024 7:03:09 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";115;30;30;1;2
"2917760";"10/1/2024 7:03:11 PM";2;22;1,242;0,4;0,291;59;-30003000;"15.1°C ";115;30;30;1;3
"2917761";"10/1/2024 7:03:24 PM";2;3;1,091;0,4;0,2454;56;-30003000;"15.1°C ";115;60;30;1;4
"2917762";"10/1/2024 7:03:28 PM";-1;7;1,394;0,9;0,7637;61;-30003000;"15.1°C ";115;60;30;1;3
"2917763";"10/1/2024 7:03:31 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";115;60;30;1;2
"2917764";"10/1/2024 7:03:33 PM";2;22;1,273;0,5;0,4244;67;-30003000;"15.1°C ";115;60;30;1;3
"2917765";"10/1/2024 7:03:49 PM";2;3;1,212;0,7;0,4548;54;-30003000;"15.1°C ";115;30;30;1;4
"2917766";"10/1/2024 7:03:53 PM";-1;7;1,364;0,6;0,4908;60;-30003000;"15.1°C ";115;30;30;1;3
"2917767";"10/1/2024 7:03:56 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";115;30;30;1;2
"2917768";"10/1/2024 7:03:58 PM";2;22;1,242;0,4;0,3032;61;-30003000;"15.1°C ";115;30;30;1;3
"2917769";"10/1/2024 7:04:12 PM";2;3;1,061;0,5;0,2817;53;-30003000;"15.1°C ";115;60;30;1;3
"2917770";"10/1/2024 7:04:15 PM";-1;7;1,394;0,8;0,7427;67;-30003000;"15.1°C ";115;60;30;1;4
"2917771";"10/1/2024 7:04:19 PM";2;18;0,03;0,0001092;0;0;-30003000;"15.1°C ";115;60;30;1;1
"2917772";"10/1/2024 7:04:20 PM";2;22;1,242;0,4;0,2817;57;-30003000;"15.1°C ";115;60;30;1;4
"2917773";"10/1/2024 7:04:34 PM";2;3;1,182;0,7;0,4395;53;-30003000;"15.1°C ";115;30;30;1;4
"2917774";"10/1/2024 7:04:38 PM";-1;7;1,303;0,5;0,3636;56;-30003000;"15.1°C ";115;30;30;1;3
"2917775";"10/1/2024 7:04:41 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";115;30;30;1;2
"2917776";"10/1/2024 7:04:43 PM";2;22;1,242;0,3;0,2637;71;-30003000;"15.1°C ";115;30;30;1;3
"2917777";"10/1/2024 7:04:57 PM";2;3;1,121;0,5;0,2788;50;-30003000;"15.1°C ";115;60;30;1;3
"2917778";"10/1/2024 7:05:00 PM";-1;7;1,364;0,7;0,6;63;-30003000;"15.1°C ";115;60;30;1;4
"2917779";"10/1/2024 7:05:04 PM";2;18;0,03;0,0001591;0;0;-30003000;"15.1°C ";115;60;30;1;1
"2917780";"10/1/2024 7:05:05 PM";2;22;1,212;0,3;0,2454;67;-30003000;"15.1°C ";115;60;30;1;4
"2917781";"10/1/2024 7:05:55 PM";2;3;1,212;0,7;0,4395;52;-30003000;"15.1°C ";688;60;0;1;3
"2917782";"10/1/2024 7:05:58 PM";-1;7;1,303;0,5;0,4;61;-30003000;"15.1°C ";688;60;0;1;4
"2917783";"10/1/2024 7:06:02 PM";2;18;0,03;0,3;0;0;-30003000;"15.1°C ";688;60;0;1;1
"2917784";"10/1/2024 7:06:03 PM";2;22;1,394;0,6;0,5274;63;-30003000;"15.1°C ";688;60;0;1;4
"2917785";"10/1/2024 7:06:18 PM";2;3;1,121;0,5;0,3032;54;-30003000;"15.1°C ";688;90;0;1;3
"2917786";"10/1/2024 7:06:21 PM";-1;7;1,333;0,6;0,5455;68;-30003000;"15.1°C ";688;90;0;1;4
"2917787";"10/1/2024 7:06:25 PM";2;18;0,03;0,3;0;0;-30003000;"15.1°C ";688;90;0;1;1
"2917788";"10/1/2024 7:06:26 PM";2;22;1,364;0,5;0,4695;69;-30003000;"15.1°C ";688;90;0;1;4
"2917789";"10/1/2024 7:06:46 PM";2;3;1,182;0,6;0,388;55;-30003000;"15.1°C ";544;60;0;1;3
"2917790";"10/1/2024 7:06:49 PM";-1;7;1,303;0,5;0,515;79;-30003000;"15.1°C ";544;60;0;1;4
"2917791";"10/1/2024 7:06:53 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";544;60;0;1;1
"2917792";"10/1/2024 7:06:54 PM";2;22;1,333;0,5;0,3516;53;-30003000;"15.1°C ";544;60;0;1;4
"2917793";"10/1/2024 7:07:08 PM";2;3;1,151;0,5;0,3272;57;-30003000;"15.1°C ";544;90;0;1;4
"2917794";"10/1/2024 7:07:12 PM";-1;7;1,333;0,5;0,424;64;-30003000;"15.1°C ";544;90;0;1;3
"2917795";"10/1/2024 7:07:15 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";544;90;0;1;2
"2917796";"10/1/2024 7:07:17 PM";2;22;1,364;0,6;0,5;61;-30003000;"15.1°C ";544;90;0;1;4
"2917797";"10/1/2024 7:07:40 PM";2;3;1,121;0,5;0,3032;54;-30003000;"15.1°C ";358;60;0;1;3
"2917798";"10/1/2024 7:07:43 PM";-1;7;1,242;0,4;0,2727;55;-30003000;"15.1°C ";358;60;0;1;4
"2917799";"10/1/2024 7:07:47 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";358;60;0;1;1
"2917800";"10/1/2024 7:07:48 PM";2;22;1,333;0,4;0,3273;61;-30003000;"15.1°C ";358;60;0;1;4
"2917801";"10/1/2024 7:08:03 PM";2;3;1,091;0,5;0,2544;47;-30003000;"15.1°C ";358;90;0;1;3
"2917802";"10/1/2024 7:08:06 PM";-1;7;1,303;0,5;0,4484;69;-30003000;"15.1°C ";358;90;0;1;4
"2917803";"10/1/2024 7:08:10 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";358;90;0;1;1
"2917804";"10/1/2024 7:08:11 PM";2;22;1,333;0,5;0,3516;53;-30003000;"15.1°C ";358;90;0;1;4
"2917805";"10/1/2024 7:08:29 PM";2;3;1,091;0,4;0,2637;60;-30003000;"15.1°C ";263;60;0;1;3
"2917806";"10/1/2024 7:08:32 PM";-1;7;1,273;0,4;0,309;61;-30003000;"15.1°C ";263;60;0;1;4
"2917807";"10/1/2024 7:08:36 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";263;60;0;1;1
"2917808";"10/1/2024 7:08:37 PM";2;22;1,151;0,3;0,1878;54;-30003000;"15.1°C ";263;60;0;1;4
"2917809";"10/1/2024 7:08:51 PM";2;3;0,939;0,4;0,1908;51;-30003000;"15.1°C ";263;90;0;1;3
"2917810";"10/1/2024 7:08:54 PM";-1;7;1,273;0,4;0,3152;62;-30003000;"15.1°C ";263;90;0;1;4
"2917811";"10/1/2024 7:08:58 PM";2;18;0,061;0,3;0,006;33;-30003000;"15.1°C ";263;90;0;1;2
"2917812";"10/1/2024 7:09:00 PM";2;22;1,242;0,4;0,3;60;-30003000;"15.1°C ";263;90;0;1;3
"2917813";"10/1/2024 7:09:21 PM";2;3;1,091;0,5;0,3032;56;-30003000;"15.1°C ";358;50;10;1;3
"2917814";"10/1/2024 7:09:24 PM";-1;7;1,242;0,4;0,2817;57;-30003000;"15.1°C ";358;50;10;1;4
"2917815";"10/1/2024 7:09:28 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";358;50;10;1;1
"2917816";"10/1/2024 7:09:29 PM";2;22;1,333;0,4;0,3152;59;-30003000;"15.1°C ";358;50;10;1;4
"2917817";"10/1/2024 7:09:44 PM";2;3;1;0,4;0,2181;55;-30003000;"-187568.8°C ";358;80;10;1;3
"2917818";"10/1/2024 7:09:47 PM";-1;7;1,273;0,4;0,3;59;-30003000;"-187568.8°C ";358;80;10;1;3
"2917819";"10/1/2024 7:09:50 PM";2;18;0;0;0;NA;-30003000;"-187568.8°C ";358;80;10;1;2
"2917820";"10/1/2024 7:09:52 PM";2;22;1,212;0,3;0,2274;63;-30003000;"-187568.8°C ";358;80;10;1;3
"2917821";"10/1/2024 7:10:09 PM";2;3;1,091;0,4;0,2454;56;-30003000;"15.1°C ";263;50;10;1;3
"2917822";"10/1/2024 7:10:12 PM";-1;7;1,273;0,4;0,309;61;-30003000;"15.1°C ";263;50;10;1;4
"2917823";"10/1/2024 7:10:16 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";263;50;10;1;1
"2917824";"10/1/2024 7:10:17 PM";2;22;1,151;0,3;0,2;58;-30003000;"15.1°C ";263;50;10;1;4
"2917825";"10/1/2024 7:10:31 PM";2;3;0,939;0,3;0,2001;71;-30003000;"15.1°C ";263;80;10;1;3
"2917826";"10/1/2024 7:10:34 PM";-1;7;1,121;0,4;0,2181;49;-30003000;"15.1°C ";263;80;10;1;3
"2917827";"10/1/2024 7:10:37 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";263;80;10;1;2
"2917828";"10/1/2024 7:10:39 PM";2;22;1,242;0,3;0,3;81;-30003000;"15.1°C ";263;80;10;1;3
"2917829";"10/1/2024 7:10:54 PM";2;3;0,879;0,3;0,1454;55;-30003000;"15.1°C ";205;50;10;1;3
"2917830";"10/1/2024 7:10:57 PM";-1;7;1,061;0,2;0,1758;83;-30003000;"15.1°C ";205;50;10;1;3
"2917831";"10/1/2024 7:11:00 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";205;50;10;1;2
"2917832";"10/1/2024 7:11:02 PM";2;22;1,091;0,3;0,1696;52;-30003000;"15.1°C ";205;50;10;1;3
"2917833";"10/1/2024 7:11:18 PM";2;3;0,788;0,2;0,0758;48;-30003000;"15.1°C ";205;80;10;1;3
"2917834";"10/1/2024 7:11:21 PM";-1;7;1,061;0,2;0,1758;83;-30003000;"15.1°C ";205;80;10;1;3
"2917835";"10/1/2024 7:11:24 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";205;80;10;1;2
"2917836";"10/1/2024 7:11:26 PM";2;22;1,03;0,2;0,103;50;-30003000;"15.1°C ";205;80;10;1;3
"2917837";"10/1/2024 7:11:41 PM";2;3;0,879;0,2;0,1334;76;-30003000;"15.1°C ";166;50;10;1;3
"2917838";"10/1/2024 7:11:44 PM";-1;7;0,97;0,3;0,1818;62;-30003000;"15.1°C ";166;50;10;1;3
"2917839";"10/1/2024 7:11:47 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";166;50;10;1;1
"2917840";"10/1/2024 7:11:48 PM";2;22;0,121;0,1;0,0091;75;-30003000;"15.1°C ";166;50;10;1;2
"2917841";"10/1/2024 7:12:01 PM";2;3;0,061;0,1;0,003;49;-30003000;"15.1°C ";166;80;10;1;1
"2917842";"10/1/2024 7:12:02 PM";-1;7;1,242;0,4;0,2454;49;-30003000;"15.1°C ";166;80;10;1;4
"2917843";"10/1/2024 7:12:06 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";166;80;10;1;1
"2917844";"10/1/2024 7:12:07 PM";2;22;1;0,2;0,1758;88;-30003000;"15.1°C ";166;80;10;1;3
"2917845";"10/1/2024 7:12:28 PM";2;3;0,788;0,2;0,1272;81;-30003000;"15.1°C ";205;40;20;1;2
"2917846";"10/1/2024 7:12:31 PM";-1;7;0,091;0,1;0,0061;67;-30003000;"15.1°C ";205;40;20;1;1
"2917847";"10/1/2024 7:12:32 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";205;40;20;1;2
"2917848";"10/1/2024 7:12:34 PM";2;22;0,758;0,2;0,1272;84;-30003000;"15.1°C ";205;40;20;1;2
"2917849";"10/1/2024 7:12:47 PM";2;3;0,939;0,3;0,1818;65;-30003000;"15.1°C ";205;70;20;1;3
"2917850";"10/1/2024 7:12:50 PM";-1;7;0,576;0,2;0,0666;58;-30003000;"15.1°C ";205;70;20;1;3
"2917851";"10/1/2024 7:12:53 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";205;70;20;1;1
"2917852";"10/1/2024 7:12:54 PM";2;22;0,818;0,2;0,1394;85;-30003000;"15.1°C ";205;70;20;1;3
"2917853";"10/1/2024 7:13:09 PM";2;3;0,424;0,1;0,0394;93;-30003000;"15.1°C ";166;40;20;1;2
"2917854";"10/1/2024 7:13:11 PM";-1;7;0;0;0;NA;-30003000;"15.1°C ";166;40;20;1;1
"2917855";"10/1/2024 7:13:12 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";166;40;20;1;2
"2917856";"10/1/2024 7:13:14 PM";2;22;0,03;0,1;0;0;-30003000;"15.1°C ";166;40;20;1;1
"2917857";"10/1/2024 7:13:26 PM";2;3;0,061;0,1;0,003;49;-30003000;"15.1°C ";166;70;20;1;2
"2917858";"10/1/2024 7:13:28 PM";-1;7;1,061;0,3;0,206;65;-30003000;"15.1°C ";166;70;20;1;3
"2917859";"10/1/2024 7:13:31 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";166;70;20;1;1
"2917860";"10/1/2024 7:13:32 PM";2;22;0,697;0,2;0,0788;57;-30003000;"15.1°C ";166;70;20;1;3
"2917861";"10/1/2024 7:13:47 PM";2;3;0,758;0,3;0,1334;59;-30003000;"15.1°C ";137;40;20;1;3
"2917862";"10/1/2024 7:13:50 PM";-1;7;0,182;0,1;0,0152;84;-30003000;"15.1°C ";137;40;20;1;1
"2917863";"10/1/2024 7:13:51 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";137;40;20;1;2
"2917864";"10/1/2024 7:13:53 PM";2;22;0,242;0,2;0,0364;75;-30003000;"15.1°C ";137;40;20;1;2
"2917865";"10/1/2024 7:14:05 PM";2;3;0,152;0,2;0,0242;80;-30003000;"15.1°C ";137;70;20;1;2
"2917866";"10/1/2024 7:14:07 PM";-1;7;0,758;0,2;0,1272;84;-30003000;"15.1°C ";137;70;20;1;3
"2917867";"10/1/2024 7:14:10 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";137;70;20;1;1
"2917868";"10/1/2024 7:14:11 PM";2;22;0,939;0,2;0,1394;74;-30003000;"15.1°C ";137;70;20;1;3
"2917869";"10/1/2024 7:14:26 PM";2;3;0,091;0,2;0,0061;34;-30003000;"15.1°C ";115;40;20;1;1
"2917870";"10/1/2024 7:14:27 PM";-1;7;0,03;0,1;0;0;-30003000;"15.1°C ";115;40;20;1;2
"2917871";"10/1/2024 7:14:29 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";115;40;20;1;2
"2917872";"10/1/2024 7:14:31 PM";2;22;0;0;0;NA;-30003000;"15.1°C ";115;40;20;1;1
"2917873";"10/1/2024 7:14:45 PM";2;3;0,182;0,1;0,0152;84;-30003000;"15.1°C ";115;70;20;1;1
"2917874";"10/1/2024 7:14:46 PM";-1;7;0;0;0;NA;-30003000;"15.1°C ";115;70;20;1;2
"2917875";"10/1/2024 7:14:48 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";115;70;20;1;2
"2917876";"10/1/2024 7:14:50 PM";2;22;0;0;0;NA;-30003000;"15.1°C ";115;70;20;1;1
"2917877";"10/1/2024 7:15:09 PM";2;3;0,636;0,2;0,0666;52;-30003000;"15.1°C ";137;30;30;1;3
"2917878";"10/1/2024 7:15:12 PM";-1;7;0;0;0;NA;-30003000;"15.1°C ";137;30;30;1;2
"2917879";"10/1/2024 7:15:14 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";137;30;30;1;1
"2917880";"10/1/2024 7:15:15 PM";2;22;0;0;0;NA;-30003000;"15.1°C ";137;30;30;1;2
"2917881";"10/1/2024 7:15:27 PM";2;3;0,121;0,1;0,0091;75;-30003000;"15.1°C ";137;60;30;1;2
"2917882";"10/1/2024 7:15:29 PM";-1;7;0,788;0,2;0,0848;54;-30003000;"15.1°C ";137;60;30;1;2
"2917883";"10/1/2024 7:15:32 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";137;60;30;1;1
"2917884";"10/1/2024 7:15:33 PM";2;22;1,091;0,0001356;7,95338e-05;54;-30003000;"15.1°C ";137;60;30;1;3
"2917885";"10/1/2024 7:15:48 PM";2;3;0,03;0,1;0;0;-30003000;"15.1°C ";115;30;30;1;1
"2917886";"10/1/2024 7:15:49 PM";-1;7;0,03;0,1;0;0;-30003000;"15.1°C ";115;30;30;1;2
"2917887";"10/1/2024 7:15:51 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";115;30;30;1;1
"2917888";"10/1/2024 7:15:52 PM";2;22;1,061;0,0001151;6,4703e-05;53;-30003000;"15.1°C ";115;30;30;1;3
"2917889";"10/1/2024 7:16:06 PM";2;3;0;0;0;NA;-30003000;"15.1°C ";115;60;30;1;1
"2917890";"10/1/2024 7:16:07 PM";-1;7;0,394;0,2;0,0546;69;-30003000;"15.1°C ";115;60;30;1;3
"2917891";"10/1/2024 7:16:10 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";115;60;30;1;1
"2917892";"10/1/2024 7:16:11 PM";2;22;0;0;0;NA;-30003000;"15.1°C ";115;60;30;1;2
"2917893";"10/1/2024 7:16:23 PM";2;3;0;0;0;NA;-30003000;"15.1°C ";115;30;30;1;2
"2917894";"10/1/2024 7:16:25 PM";-1;7;0,03;0,1;0;0;-30003000;"15.1°C ";115;30;30;1;1
"2917895";"10/1/2024 7:16:26 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";115;30;30;1;2
"2917896";"10/1/2024 7:16:28 PM";2;22;1,03;0,0001047;5,7154e-05;53;-30003000;"15.1°C ";115;30;30;1;3
"2917897";"10/1/2024 7:16:41 PM";2;3;0;0;0;NA;-30003000;"15.1°C ";115;60;30;1;2
"2917898";"10/1/2024 7:16:43 PM";-1;7;0;0;0;NA;-30003000;"15.1°C ";115;60;30;1;1
"2917899";"10/1/2024 7:16:44 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";115;60;30;1;2
"2917900";"10/1/2024 7:16:46 PM";2;22;0,121;0,1;0,0091;75;-30003000;"15.1°C ";115;60;30;1;2
"2917901";"10/1/2024 7:16:58 PM";2;3;0;0;0;NA;-30003000;"15.1°C ";115;30;30;1;2
"2917902";"10/1/2024 7:17:00 PM";-1;7;0,091;0,1;0,0061;67;-30003000;"15.1°C ";115;30;30;1;2
"2917903";"10/1/2024 7:17:02 PM";2;18;0;0;0;NA;-30003000;"15.1°C ";115;30;30;1;1
"2917904";"10/1/2024 7:17:03 PM";2;22;0;0;0;NA;-30003000;"15.1°C ";115;30;30;1;2
"2917905";"10/1/2024 7:17:15 PM";2;3;0,03;0,1;0;0;-30003000;"15.1°C ";115;60;30;1;2
"2917906";"10/1/2024 7:17:17 PM";-1;7;0;0;0;NA;-30003000;"15.1°C ";115;60;30;1;1
